Country Code,Country,State Code,State,District,Net Groundwater Availability,Projected demand for Domestic and Industrial uses upto 2025,Net Ground Water Availability for Future Irrigation use
1,INDIA,28,PUNJAB,MANSA,,,
1,INDIA,28,PUNJAB,MOGA,,,
1,INDIA,28,PUNJAB,MUKTSAR,,,
1,INDIA,28,PUNJAB,NAWASHAHR,,,
1,INDIA,28,PUNJAB,PATIALA,,,
1,INDIA,28,PUNJAB,ROPAR,,,
1,INDIA,28,PUNJAB,SAS NAGAR,,,
1,INDIA,28,PUNJAB,SANGRUR,,,
1,INDIA,28,PUNJAB,TARN TARAN,,,
1,INDIA,29,RAJASTHAN,AJMER,,,
1,INDIA,29,RAJASTHAN,ALWAR,,,
1,INDIA,29,RAJASTHAN,BANSWARA,,,
1,INDIA,29,RAJASTHAN,BARAN,,,
1,INDIA,29,RAJASTHAN,BARMER,,,
1,INDIA,29,RAJASTHAN,BHARATPUR,,,
1,INDIA,29,RAJASTHAN,BHILWARA,,,
1,INDIA,29,RAJASTHAN,BIKANER,,,
1,INDIA,29,RAJASTHAN,BUNDI,,,
1,INDIA,29,RAJASTHAN,CHITTAURGARH,,,
1,INDIA,29,RAJASTHAN,CHURU,,,
1,INDIA,29,RAJASTHAN,DAUSA,,,
1,INDIA,29,RAJASTHAN,DHOLPUR,,,
1,INDIA,29,RAJASTHAN,DUNGARPUR,,,
1,INDIA,29,RAJASTHAN,GANGANAGAR,,,
1,INDIA,29,RAJASTHAN,HANUMANGARH,,,
1,INDIA,29,RAJASTHAN,JAIPUR,,,
1,INDIA,29,RAJASTHAN,JAISELMER,,,
1,INDIA,29,RAJASTHAN,JALOR,,,
1,INDIA,29,RAJASTHAN,JHALAWAR,,,
1,INDIA,29,RAJASTHAN,JHUNJHUNUN,,,
1,INDIA,29,RAJASTHAN,JODHPUR,,,
1,INDIA,29,RAJASTHAN,KARAULI,,,
1,INDIA,29,RAJASTHAN,KOTA,,,
1,INDIA,29,RAJASTHAN,NAGAUR,,,
1,INDIA,29,RAJASTHAN,PALI,,,
1,INDIA,29,RAJASTHAN,PRATAPGARH,,,
1,INDIA,29,RAJASTHAN,RAJSMAND,,,
1,INDIA,29,RAJASTHAN,SWAIMADHOPUR,,,
1,INDIA,29,RAJASTHAN,SIKAR,,,
1,INDIA,29,RAJASTHAN,SIROHI,,,
1,INDIA,29,RAJASTHAN,TONK,,,
1,INDIA,29,RAJASTHAN,UDAIPUR,,,
1,INDIA,31,TAMIL NADU,ARIYALUR,,,
1,INDIA,31,TAMIL NADU,CHENNAI,,,
1,INDIA,31,TAMIL NADU,COIMBATORE,,,
1,INDIA,31,TAMIL NADU,CUDDALORE,,,
1,INDIA,31,TAMIL NADU,DHARAMPURI,,,
1,INDIA,31,TAMIL NADU,DINDIGUL,,,
1,INDIA,31,TAMIL NADU,ERODE,,,
1,INDIA,31,TAMIL NADU,KANCHIPURAM,,,
1,INDIA,31,TAMIL NADU,KANYAKUMARI,,,
1,INDIA,31,TAMIL NADU,KARUR,,,
1,INDIA,31,TAMIL NADU,KRISHNAGIRI,,,
1,INDIA,31,TAMIL NADU,MADURAI,,,
1,INDIA,31,TAMIL NADU,NAGAPATTINAM,,,
1,INDIA,31,TAMIL NADU,NAMAKKAL,,,
1,INDIA,31,TAMIL NADU,NILGIRI,,,
1,INDIA,31,TAMIL NADU,PERAMBALUR,,,
